,sources,targets,q_total,IndexAvg,weights
5655,Turkey,Brazil,0.005,-0.2,7544.607
5656,Azerbaijan,Brunei Darussalam,0.001,-0.83,170.51
5657,Cambodia,Brunei Darussalam,0.006,-0.81,178.167
5658,Iceland,Brunei Darussalam,0.013,1.61,103.019
5659,Kuwait,Brunei Darussalam,0.002,0.09,182.878
5660,Mexico,Brunei Darussalam,0.059,-0.17,19859.502
5661,"Norway, Svalbard and Jan Mayen",Brunei Darussalam,0.046,1.73,2245.9860000000003
5662,United Arab Emirates,Brunei Darussalam,0.004,0.55,17822.197999999997
5663,Estonia,Bulgaria,0.01,1.07,662.395
5664,Georgia,Bulgaria,0.001,-0.12,131.951
5665,Indonesia,Bulgaria,2.999,-0.49,25303.601000000002
5666,Malta,Bulgaria,0.015,1.12,58.887
5667,"Other Asia, not elsewhere specified",Bulgaria,0.162,,13215.868999999999
5668,South Africa,Bulgaria,0.596,0.29,58175.628000000004
5669,Austria,Myanmar,0.003,1.55,3394.051
5670,Canada,Myanmar,0.005,1.62,17531.729000000003
5671,Netherlands,Myanmar,0.002,1.69,36637.42799999999
5672,Sweden,Myanmar,0.073,1.73,8622.961
5673,"Switzerland, Liechtenstein",Myanmar,0.001,1.75,3995.692
5674,"Switzerland, Liechtenstein",Myanmar,0.001,1.54,3995.692
5675,United Kingdom,Myanmar,0.001,1.46,34960.074
5676,Georgia,Belarus,0.001,-0.12,131.951
5677,"France, Monaco",Cambodia,0.007,1.19,14637.760999999999
5678,Malaysia,Cambodia,0.004,0.36,23304.784
5679,"Other Asia, not elsewhere specified",Cambodia,0.098,,13215.868999999999
5680,Bulgaria,Canada,0.012,0.18,1117.8220000000001
5681,Iran,Canada,0.009,-0.98,3561.766
5682,Namibia,Canada,0.001,0.32,14860.949999999999
5683,Peru,Canada,7.882,-0.25,201.284
5684,Timor-Leste,Canada,0.002,-0.66,2.61
5685,Tunisia,Canada,0.004,-0.16,499.533
5686,Australia,Sri Lanka,0.157,1.58,6158.040999999998
5687,New Zealand,Sri Lanka,0.049,1.78,474.91700000000003
5688,Philippines,Sri Lanka,0.003,-0.37,4481.732
5689,Romania,Sri Lanka,0.135,0.11,5213.838
5690,Slovenia,Sri Lanka,0.178,0.97,761.7780000000001
5691,Spain,Sri Lanka,0.003,0.95,7276.441000000001
5692,Ireland,Chile,0.004,1.48,1538.568
5693,Luxembourg,Chile,0.016,1.71,127.797
5694,Malta,Chile,0.05,1.12,58.887
5695,Latvia,China,0.008,0.67,355.83900000000006
5696,Portugal,China,0.004,1.09,724.57
5697,Romania,China,0.01,0.11,5213.838
5698,Saudi Arabia,China,7.038,-0.33,3947.6340000000005
5699,Serbia,China,0.02,-0.32,640.7230000000002
5700,Slovakia,China,0.002,0.7,1870.2870000000003
5701,Egypt,China,0.026,-0.66,3431.311
5702,Kazakhstan,Colombia,0.039,-0.56,347.704
5703,Democratic Republic of the Congo,Congo,5.2,-1.65,3567.076
5704,"China, Hong Kong Special Administrative Region",Congo,0.391,1.35,99971.2
5705,Israel,Congo,0.129,0.63,6832.461
5706,India,Democratic Republic of the Congo,0.003,-0.23,12479.099999999999
5707,Spain,Democratic Republic of the Congo,0.004,0.95,7276.441000000001
5708,Turkey,Democratic Republic of the Congo,0.1,-0.2,7544.607
5709,Argentina,Costa Rica,0.001,-0.19,847.389
5710,Cayman Islands,Costa Rica,0.05,1.08,4.487
5711,Ireland,Costa Rica,0.005,1.48,1538.568
5712,Italy,Costa Rica,0.028,0.63,9579.352
5713,Republic of Korea,Costa Rica,0.004,0.75,28784.924
5714,Philippines,Costa Rica,0.025,-0.37,4481.732
5715,Portugal,Costa Rica,0.003,1.09,724.57
5716,New Zealand,Cyprus,0.001,1.78,474.91700000000003
5717,South Africa,Cyprus,0.011,0.29,58175.628000000004
5718,Sweden,Cyprus,0.09,1.73,8622.961
5719,Bulgaria,Czechia,0.302,0.18,1117.8220000000001
5720,Turkey,Czechia,0.008,-0.2,7544.607
5721,Ukraine,Czechia,0.002,-0.62,978.1
5722,Brazil,Denmark,0.013,-0.03,13792.235999999999
5723,United Arab Emirates,Denmark,0.112,0.55,17822.197999999997
5724,Canada,Dominican Republic,0.002,1.62,17531.729000000003
5725,Ireland,Dominican Republic,0.004,1.48,1538.568
5726,Panama,Dominican Republic,0.004,0.12,195.44399999999996
5727,Portugal,Dominican Republic,0.002,1.09,724.57
5728,Viet Nam,Dominican Republic,0.015,-0.48,5188.044
5729,Australia,Ecuador,0.012,1.58,6158.040999999998
5730,Costa Rica,Ecuador,0.011,0.62,145.71
5731,Hungary,Ecuador,0.495,0.75,2429.925
5732,Belgium,El Salvador,0.021,1.31,12239.12
5733,India,El Salvador,0.214,-0.23,12479.099999999999
5734,Czechia,Ethiopia,0.048,0.9,4658.562
5735,Finland,Ethiopia,0.009,1.84,2664.9170000000004
5736,Costa Rica,Estonia,0.001,0.62,145.71
5737,Cyprus,Estonia,0.002,0.98,111.28999999999999
5738,Greece,Estonia,0.004,0.5,3915.5150000000003
5739,Slovenia,Finland,0.001,0.97,761.7780000000001
5740,Algeria,"France, Monaco",0.001,-0.87,1305.8260000000002
5741,Argentina,"France, Monaco",0.006,-0.19,847.389
5742,Cambodia,"France, Monaco",0.003,-0.81,178.167
5743,Chile,"France, Monaco",0.145,1.12,1175.6370000000002
5744,Cyprus,"France, Monaco",0.001,0.98,111.28999999999999
5745,Madagascar,"France, Monaco",0.001,-0.52,217.881
5746,Namibia,"France, Monaco",0.07,0.32,14860.949999999999
5747,Senegal,"France, Monaco",0.259,-0.16,981.6790000000001
5748,Ukraine,"France, Monaco",0.015,-0.62,978.1
5749,Egypt,"France, Monaco",0.001,-0.66,3431.311
5750,United Republic of Tanzania,"France, Monaco",0.018,-0.45,1444.3220000000001
5751,Austria,French Polynesia,0.235,1.55,3394.051
5752,Canada,French Polynesia,0.002,1.62,17531.729000000003
5753,Republic of Korea,French Polynesia,0.006,0.75,28784.924
5754,Lithuania,French Polynesia,0.001,0.78,458.13199999999995
5755,Netherlands,French Polynesia,0.042,1.69,36637.42799999999
5756,India,French Polynesia,0.033,-0.23,12479.099999999999
5757,Australia,Georgia,0.066,1.58,6158.040999999998
5758,Chile,Germany,0.025,1.12,1175.6370000000002
5759,Costa Rica,Germany,0.009,0.62,145.71
5760,Dominican Republic,Germany,0.001,-0.3,136.26399999999998
5761,Kyrgyzstan,Germany,0.018,-0.77,30.919
5762,Namibia,Germany,0.114,0.32,14860.949999999999
5763,Brazil,Greece,0.003,-0.03,13792.235999999999
5764,Latvia,Greece,0.002,0.67,355.83900000000006
5765,Serbia,Greece,0.075,-0.32,640.7230000000002
5766,India,Greece,0.001,-0.23,12479.099999999999
5767,"France, Monaco",Guatemala,0.067,1.19,14637.760999999999
5768,Ireland,Guatemala,0.01,1.48,1538.568
5769,Japan,Guatemala,0.002,1.23,69993.533
5770,Republic of Korea,Guatemala,0.134,0.75,28784.924
5771,Malaysia,Guatemala,0.044,0.36,23304.784
5772,"Other Asia, not elsewhere specified",Guatemala,0.13,,13215.868999999999
5773,India,Guatemala,1.815,-0.23,12479.099999999999
5774,South Africa,Guatemala,0.003,0.29,58175.628000000004
5775,Luxembourg,"China, Hong Kong Special Administrative Region",0.068,1.71,127.797
5776,Turkey,"China, Hong Kong Special Administrative Region",0.019,-0.2,7544.607
5777,Bosnia Herzegovina,Hungary,0.045,-0.38,60.831999999999994
5778,Brazil,Hungary,0.005,-0.03,13792.235999999999
5779,"Norway, Svalbard and Jan Mayen",Hungary,0.001,1.73,2245.9860000000003
5780,Viet Nam,Hungary,0.076,-0.48,5188.044
5781,South Africa,Hungary,0.001,0.29,58175.628000000004
5782,Sri Lanka,Iceland,0.137,-0.27,214.094
5783,Greece,Iceland,0.001,0.5,3915.5150000000003
5784,Sri Lanka,Indonesia,0.002,-0.27,214.094
5785,Philippines,Indonesia,0.002,-0.37,4481.732
5786,Egypt,Indonesia,0.004,-0.66,3431.311
5787,Argentina,Ireland,0.001,-0.19,847.389
5788,Gabon,Ireland,0.017,-0.54,33.218
5789,Portugal,Ireland,0.002,1.09,724.57
5790,Slovakia,Ireland,4.175,0.7,1870.2870000000003
5791,Slovenia,Ireland,0.006,0.97,761.7780000000001
5792,Australia,Israel,0.065,1.58,6158.040999999998
5793,Bulgaria,Israel,0.071,0.18,1117.8220000000001
5794,Denmark,Israel,0.006,1.78,7989.049999999999
5795,State of Palestine,Israel,0.087,-0.74,3.1330000000000005
5796,Hungary,Israel,0.004,0.75,2429.925
5797,Iceland,Israel,0.028,1.61,103.019
5798,Lithuania,Israel,0.003,0.78,458.13199999999995
5799,Philippines,Israel,0.016,-0.37,4481.732
5800,Russian Federation,Israel,0.001,-0.71,18765.510000000002
5801,United Arab Emirates,Israel,0.055,0.55,17822.197999999997
5802,Estonia,Italy,0.002,1.07,662.395
5803,Mexico,Italy,0.175,-0.17,19859.502
5804,Austria,Jamaica,0.002,1.55,3394.051
5805,Belgium,Jamaica,0.005,1.31,12239.12
5806,Cayman Islands,Jamaica,0.04,1.08,4.487
5807,"China, Hong Kong Special Administrative Region",Jamaica,0.283,1.35,99971.2
5808,Japan,Jamaica,0.007,1.23,69993.533
5809,Brazil,Japan,0.002,-0.03,13792.235999999999
5810,Portugal,Japan,0.013,1.09,724.57
5811,Slovakia,Japan,0.107,0.7,1870.2870000000003
5812,Slovenia,Japan,0.001,0.97,761.7780000000001
5813,Bulgaria,Kazakhstan,0.157,0.18,1117.8220000000001
5814,Denmark,Kazakhstan,0.021,1.78,7989.049999999999
5815,Bulgaria,Jordan,0.06,0.18,1117.8220000000001
5816,Czechia,Jordan,0.001,0.9,4658.562
5817,Greece,Jordan,0.053,0.5,3915.5150000000003
5818,"Other Asia, not elsewhere specified",Jordan,0.016,,13215.868999999999
5819,Romania,Jordan,0.032,0.11,5213.838
5820,Luxembourg,Kenya,0.004,1.71,127.797
5821,Mauritius,Kenya,0.022,0.76,456.485
5822,Philippines,Kenya,0.012,-0.37,4481.732
5823,Costa Rica,Republic of Korea,0.004,0.62,145.71
5824,Iceland,Republic of Korea,0.002,1.61,103.019
5825,Luxembourg,Republic of Korea,0.029,1.71,127.797
5826,South Africa,Republic of Korea,0.067,0.29,58175.628000000004
5827,Australia,Kuwait,0.022,1.58,6158.040999999998
5828,Bahrain,Kuwait,0.047,0.05,79.94699999999999
5829,Costa Rica,Kuwait,0.028,0.62,145.71
5830,Portugal,Kuwait,0.071,1.09,724.57
5831,India,Latvia,0.004,-0.23,12479.099999999999
5832,Ukraine,Latvia,0.232,-0.62,978.1
5833,Bulgaria,Lithuania,2.186,0.18,1117.8220000000001
5834,Israel,Lithuania,0.108,0.63,6832.461
5835,Serbia,Lithuania,0.004,-0.32,640.7230000000002
5836,Myanmar,Luxembourg,0.001,-1.42,409.50100000000003
5837,Greece,Luxembourg,0.002,0.5,3915.5150000000003
5838,Hungary,Luxembourg,0.001,0.75,2429.925
5839,Slovakia,Luxembourg,0.002,0.7,1870.2870000000003
5840,Turkey,Luxembourg,0.001,-0.2,7544.607
5841,Japan,Madagascar,0.001,1.23,69993.533
5842,Republic of Korea,Madagascar,0.075,0.75,28784.924
5843,Poland,Madagascar,0.002,0.71,21556.831
5844,Spain,Madagascar,0.099,0.95,7276.441000000001
5845,Republic of Korea,Malawi,0.028,0.75,28784.924
5846,Malaysia,Malawi,0.014,0.36,23304.784
5847,"Other Asia, not elsewhere specified",Malawi,0.015,,13215.868999999999
5848,Netherlands,Malawi,0.02,1.69,36637.42799999999
5849,Portugal,Malawi,0.2,1.09,724.57
5850,"Switzerland, Liechtenstein",Malawi,0.035,1.75,3995.692
5851,"Switzerland, Liechtenstein",Malawi,0.035,1.54,3995.692
5852,Thailand,Malawi,5.862,-0.14,5499.867
5853,Zambia,Malawi,0.899,-0.37,3748.8620000000005
5854,Plurinational State of Bolivia,Malaysia,0.001,-0.52,42.587
5855,Bulgaria,Malaysia,0.201,0.18,1117.8220000000001
5856,Luxembourg,Malaysia,0.002,1.71,127.797
5857,Croatia,Malta,0.002,0.34,252.433
5858,Cyprus,Malta,0.001,0.98,111.28999999999999
5859,Libya,Malta,0.001,-1.35,908.8989999999999
5860,Russian Federation,Malta,0.001,-0.71,18765.510000000002
5861,Angola,Mauritania,25.957,-1.14,1332.205
5862,Spain,Mauritania,0.1,0.95,7276.441000000001
5863,Denmark,Mauritius,0.002,1.78,7989.049999999999
5864,Republic of Korea,Mauritius,73.52,0.75,28784.924
5865,"Norway, Svalbard and Jan Mayen",Mauritius,0.006,1.73,2245.9860000000003
5866,Saudi Arabia,Mauritius,0.003,-0.33,3947.6340000000005
5867,Greece,"Other Asia, not elsewhere specified",0.005,0.5,3915.5150000000003
5868,Slovenia,Republic of Moldova,0.003,0.97,761.7780000000001
5869,Belgium,Montenegro,0.016,1.31,12239.12
5870,Sweden,Montenegro,0.001,1.73,8622.961
5871,India,Morocco,0.002,-0.23,12479.099999999999
5872,Viet Nam,Morocco,0.018,-0.48,5188.044
5873,Myanmar,Mozambique,0.003,-1.42,409.50100000000003
5874,"China, Hong Kong Special Administrative Region",Mozambique,0.003,1.35,99971.2
5875,Israel,Mozambique,0.064,0.63,6832.461
5876,Italy,Mozambique,0.002,0.63,9579.352
5877,"Norway, Svalbard and Jan Mayen",Mozambique,0.324,1.73,2245.9860000000003
5878,United Kingdom,Mozambique,0.097,1.46,34960.074
5879,Australia,Namibia,0.008,1.58,6158.040999999998
5880,"France, Monaco",Namibia,0.019,1.19,14637.760999999999
5881,"China, Hong Kong Special Administrative Region",Namibia,0.02,1.35,99971.2
5882,Hungary,Namibia,0.001,0.75,2429.925
5883,Indonesia,Namibia,2.757,-0.49,25303.601000000002
5884,Japan,Namibia,0.001,1.23,69993.533
5885,Lithuania,Namibia,0.01,0.78,458.13199999999995
5886,Netherlands,Namibia,0.329,1.69,36637.42799999999
5887,Philippines,Namibia,0.005,-0.37,4481.732
5888,Poland,Namibia,0.03,0.71,21556.831
5889,Viet Nam,Namibia,0.221,-0.48,5188.044
5890,"Switzerland, Liechtenstein",Namibia,0.016,1.75,3995.692
5891,"Switzerland, Liechtenstein",Namibia,0.016,1.54,3995.692
5892,"USA, Puerto Rico and US Virgin Islands",Namibia,0.029,1.28,45927.706
5893,Bahamas,Netherlands,0.097,0.95,6.895
5894,Armenia,Netherlands,0.001,-0.28,84.142
5895,Belarus,Netherlands,0.001,-0.79,387.173
5896,Colombia,Netherlands,0.355,-0.38,582.9689999999999
5897,Côte d'Ivoire,Netherlands,0.005,,215.259
5898,Kyrgyzstan,Netherlands,0.001,-0.77,30.919
5899,United Republic of Tanzania,Netherlands,0.001,-0.45,1444.3220000000001
5900,Belgium,New Zealand,0.139,1.31,12239.12
5901,Fiji,New Zealand,0.62,-0.13,28.554000000000002
5902,Malta,New Zealand,0.003,1.12,58.887
5903,Mexico,New Zealand,0.025,-0.17,19859.502
5904,Romania,New Zealand,0.036,0.11,5213.838
5905,Viet Nam,New Zealand,0.034,-0.48,5188.044
5906,Zimbabwe,New Zealand,0.035,-1.31,2188.852
5907,Argentina,Nicaragua,0.002,-0.19,847.389
5908,Czechia,Nicaragua,0.001,0.9,4658.562
5909,"Norway, Svalbard and Jan Mayen",Nicaragua,0.001,1.73,2245.9860000000003
5910,Portugal,Nicaragua,0.001,1.09,724.57
5911,United Kingdom,Nicaragua,0.002,1.46,34960.074
5912,Denmark,Niger,0.004,1.78,7989.049999999999
5913,Russian Federation,Niger,0.001,-0.71,18765.510000000002
5914,South Africa,Niger,0.001,0.29,58175.628000000004
5915,United Arab Emirates,Niger,0.014,0.55,17822.197999999997
5916,Croatia,Nigeria,0.023,0.34,252.433
5917,Guinea-Bissau,Nigeria,0.044,-1.1,0.137
5918,Brazil,"Norway, Svalbard and Jan Mayen",0.113,-0.03,13792.235999999999
5919,Greece,"Norway, Svalbard and Jan Mayen",0.008,0.5,3915.5150000000003
5920,Kenya,"Norway, Svalbard and Jan Mayen",0.005,-0.67,607.021
5921,Tunisia,"Norway, Svalbard and Jan Mayen",0.017,-0.16,499.533
5922,Mexico,Pakistan,0.04,-0.17,19859.502
5923,"Other Asia, not elsewhere specified",Pakistan,0.001,,13215.868999999999
5924,Spain,Pakistan,0.121,0.95,7276.441000000001
5925,Plurinational State of Bolivia,Peru,0.064,-0.52,42.587
5926,Bulgaria,Peru,0.008,0.18,1117.8220000000001
5927,Guam,Philippines,0.039,0.72,2.346
5928,New Zealand,Philippines,0.016,1.78,474.91700000000003
5929,Turkey,Philippines,0.003,-0.2,7544.607
5930,Bangladesh,Poland,0.002,-0.86,5072.441
5931,Brazil,Poland,0.002,-0.03,13792.235999999999
5932,Democratic People's Republic of Korea,Poland,0.001,-1.54,0.091
5933,Republic of Moldova,Poland,0.002,-0.37,28.178
5934,Serbia,Poland,0.045,-0.32,640.7230000000002
5935,Brazil,Portugal,0.002,-0.03,13792.235999999999
5936,Indonesia,Portugal,0.008,-0.49,25303.601000000002
5937,Latvia,Portugal,0.004,0.67,355.83900000000006
5938,India,Portugal,0.001,-0.23,12479.099999999999
5939,United Arab Emirates,Portugal,1.085,0.55,17822.197999999997
5940,Costa Rica,Qatar,0.031,0.62,145.71
5941,Republic of Korea,Qatar,0.175,0.75,28784.924
5942,Malta,Qatar,0.001,1.12,58.887
5943,Croatia,Romania,0.022,0.34,252.433
5944,Serbia,Romania,0.025,-0.32,640.7230000000002
5945,Malta,Russian Federation,0.001,1.12,58.887
5946,Republic of Moldova,Russian Federation,0.001,-0.37,28.178
5947,Finland,Saudi Arabia,0.007,1.84,2664.9170000000004
5948,Senegal,Saudi Arabia,0.006,-0.16,981.6790000000001
5949,Denmark,Senegal,0.008,1.78,7989.049999999999
5950,Israel,Senegal,0.075,0.63,6832.461
5951,Italy,Senegal,0.012,0.63,9579.352
5952,Morocco,Senegal,2.27,-0.27,267.086
5953,"Norway, Svalbard and Jan Mayen",Senegal,0.002,1.73,2245.9860000000003
5954,Australia,Serbia,0.001,1.58,6158.040999999998
5955,Estonia,Serbia,0.001,1.07,662.395
5956,Thailand,Serbia,0.003,-0.14,5499.867
5957,Sri Lanka,Seychelles,0.002,-0.27,214.094
5958,Italy,Seychelles,0.264,0.63,9579.352
5959,Netherlands,Seychelles,0.003,1.69,36637.42799999999
5960,Spain,Seychelles,0.191,0.95,7276.441000000001
5961,Colombia,India,0.104,-0.38,582.9689999999999
5962,Iceland,India,0.01,1.61,103.019
5963,Oman,India,1.129,0.24,265.376
5964,Qatar,India,0.181,0.44,127.93299999999999
5965,Saudi Arabia,India,0.066,-0.33,3947.6340000000005
5966,Spain,India,0.013,0.95,7276.441000000001
5967,Turkey,India,0.003,-0.2,7544.607
5968,Ukraine,India,0.002,-0.62,978.1
5969,Albania,Singapore,0.005,-0.26,54.701
5970,Cambodia,Singapore,7.138,-0.81,178.167
5971,Cyprus,Singapore,0.002,0.98,111.28999999999999
5972,Namibia,Singapore,0.5,0.32,14860.949999999999
5973,Peru,Singapore,0.001,-0.25,201.284
5974,Greece,Slovakia,0.03,0.5,3915.5150000000003
5975,Latvia,Slovakia,0.001,0.67,355.83900000000006
5976,Australia,Slovenia,0.027,1.58,6158.040999999998
5977,Brazil,Slovenia,0.022,-0.03,13792.235999999999
5978,Canada,Slovenia,0.015,1.62,17531.729000000003
5979,Iran,Slovenia,0.004,-0.98,3561.766
5980,"Norway, Svalbard and Jan Mayen",Slovenia,0.004,1.73,2245.9860000000003
5981,Turkey,Slovenia,0.002,-0.2,7544.607
5982,Uruguay,Slovenia,0.001,0.79,146.866
5983,"China, Hong Kong Special Administrative Region",South Africa,14.75,1.35,99971.2
5984,Malawi,South Africa,0.001,-0.38,222.328
5985,Botswana,Zimbabwe,2.432,0.69,20595.321
5986,Bulgaria,Zimbabwe,0.001,0.18,1117.8220000000001
5987,"France, Monaco",Zimbabwe,3.203,1.19,14637.760999999999
5988,Ghana,Zimbabwe,0.001,0.0,403.63599999999997
5989,Namibia,Zimbabwe,0.01,0.32,14860.949999999999
5990,India,Zimbabwe,0.12,-0.23,12479.099999999999
5991,Colombia,Spain,0.048,-0.38,582.9689999999999
5992,Croatia,Spain,0.027,0.34,252.433
5993,Iceland,Spain,0.016,1.61,103.019
5994,Morocco,Spain,0.02,-0.27,267.086
5995,Russian Federation,Spain,0.018,-0.71,18765.510000000002
5996,Kuwait,Sweden,0.039,0.09,182.878
5997,Viet Nam,Sweden,0.003,-0.48,5188.044
5998,Tunisia,Sweden,0.014,-0.16,499.533
5999,Cambodia,"Switzerland, Liechtenstein",0.003,-0.81,178.167
6000,Cameroon,"Switzerland, Liechtenstein",0.003,-0.96,2320.045
6001,French Polynesia,"Switzerland, Liechtenstein",0.002,,150.138
6002,Peru,"Switzerland, Liechtenstein",0.003,-0.25,201.284
6003,Saint Barthélemy,"Switzerland, Liechtenstein",0.001,,0.058
6004,"France, Monaco",Tajikistan,0.014,1.19,14637.760999999999
6005,Germany,Tajikistan,0.004,1.49,23017.288
6006,Indonesia,Tajikistan,0.002,-0.49,25303.601000000002
6007,United Kingdom,Tajikistan,0.006,1.46,34960.074
6008,Brazil,Thailand,0.33,-0.03,13792.235999999999
6009,Latvia,Thailand,0.001,0.67,355.83900000000006
6010,Malta,Thailand,0.004,1.12,58.887
6011,South Africa,Thailand,0.041,0.29,58175.628000000004
6012,Poland,Togo,0.004,0.71,21556.831
6013,India,Togo,6.001,-0.23,12479.099999999999
6014,Ukraine,Togo,0.001,-0.62,978.1
6015,Sri Lanka,United Arab Emirates,0.006,-0.27,214.094
6016,Croatia,United Arab Emirates,0.002,0.34,252.433
6017,Hungary,United Arab Emirates,0.002,0.75,2429.925
6018,Malta,United Arab Emirates,0.005,1.12,58.887
6019,Niger,United Arab Emirates,0.17,-0.66,4.024
6020,Portugal,United Arab Emirates,0.009,1.09,724.57
6021,Serbia,United Arab Emirates,0.003,-0.32,640.7230000000002
6022,Seychelles,United Arab Emirates,0.014,0.25,98.978
6023,Tunisia,United Arab Emirates,0.031,-0.16,499.533
6024,Uzbekistan,United Arab Emirates,0.075,-1.25,429.26
6025,Greece,Turkey,0.166,0.5,3915.5150000000003
6026,Malta,Turkey,0.001,1.12,58.887
6027,Philippines,Turkey,0.01,-0.37,4481.732
6028,Portugal,Turkey,0.001,1.09,724.57
6029,Bangladesh,Ukraine,0.001,-0.86,5072.441
6030,Bulgaria,Ukraine,0.001,0.18,1117.8220000000001
6031,Serbia,Ukraine,0.002,-0.32,640.7230000000002
6032,Australia,The Former Yugoslav Republic of Macedonia,0.009,1.58,6158.040999999998
6033,Finland,The Former Yugoslav Republic of Macedonia,0.001,1.84,2664.9170000000004
6034,Greece,The Former Yugoslav Republic of Macedonia,0.018,0.5,3915.5150000000003
6035,Austria,Egypt,0.017,1.55,3394.051
6036,Kazakhstan,Egypt,0.002,-0.56,347.704
6037,Lebanon,Egypt,0.2,-0.65,134.824
6038,India,Egypt,0.996,-0.23,12479.099999999999
6039,Viet Nam,Egypt,0.346,-0.48,5188.044
6040,Thailand,Egypt,0.001,-0.14,5499.867
6041,Albania,United Kingdom,0.051,-0.26,54.701
6042,New Zealand,United Kingdom,0.247,1.78,474.91700000000003
6043,Peru,United Kingdom,0.003,-0.25,201.284
6044,Seychelles,United Kingdom,0.18,0.25,98.978
6045,Ukraine,United Kingdom,0.001,-0.62,978.1
6046,Uruguay,United Kingdom,0.019,0.79,146.866
6047,Kazakhstan,"USA, Puerto Rico and US Virgin Islands",0.003,-0.56,347.704
6048,Latvia,"USA, Puerto Rico and US Virgin Islands",0.018,0.67,355.83900000000006
6049,Malta,"USA, Puerto Rico and US Virgin Islands",0.001,1.12,58.887
6050,Serbia,"USA, Puerto Rico and US Virgin Islands",0.13,-0.32,640.7230000000002
6051,Czechia,Burkina Faso,0.005,0.9,4658.562
6052,Côte d'Ivoire,Burkina Faso,0.05,,215.259
